
659 -14/10/2025,USD,S.F.T.,14/10/2025,173,3.187,6 Ay,"1,003.000","1,017.000",3.1000
691 -26/01/2026,USD,S.F.T.,26/07/2025,93,2.375,6 Ay,"1,001.000","1,016.000",4.1500
669 -14/04/2026,USD,S.F.T.,14/10/2025,173,2.125,6 Ay,983.000,998.000,4.5900
680 -09/10/2026,USD,S.F.T.,09/10/2025,168,2.437,6 Ay,985.000,"1,000.000",5.0200
637 -25/03/2027,USD,S.F.T.,25/09/2025,154,3.000,6 Ay,"1,000.000","1,017.000",5.3200
611 -24/09/2027,USD,S.F.T.,24/09/2025,153,4.300,6 Ay,"1,056.000","1,073.000",5.6400
629 -15/01/2028,USD,S.F.T.,15/07/2025,82,4.937,6 Ay,"1,107.000","1,124.000",5.9600
638 -17/02/2028,USD,S.F.T.,17/08/2025,115,2.562,6 Ay,973.000,991.000,5.8500
654 -24/10/2028,USD,S.F.T.,24/04/2025,183,3.062,6 Ay,984.000,"1,002.000",6.0600
688 -14/03/2029,USD,S.F.T.,14/09/2025,143,4.687,6 Ay,"1,090.000","1,108.000",6.4900
645 -26/04/2029,USD,S.F.T.,26/04/2025,2,3.812,6 Ay,"1,057.000","1,076.000",6.5200
630 -15/01/2030,USD,S.F.T.,15/07/2025,82,5.937,6 Ay,"1,232.000","1,258.000",6.2800
668 -13/03/2030,USD,S.F.T.,13/09/2025,142,2.625,6 Ay,928.000,948.000,6.6600
695 -13/07/2030,USD,S.F.T.,13/07/2025,80,4.562,6 Ay,"1,107.000","1,127.000",6.7800
628 -15/01/2031,USD,S.F.T.,15/07/2025,82,2.975,6 Ay,949.000,969.000,6.9600
698 -26/06/2031,USD,S.F.T.,26/06/2025,63,2.937,6 Ay,943.000,963.000,7.0100
662 -12/02/2032,USD,S.F.T.,12/08/2025,110,3.562,6 Ay,989.000,"1,009.000",7.2200
624 -17/07/2032,USD,S.F.T.,17/07/2025,84,3.562,6 Ay,992.000,"1,014.000",7.2200
617 -19/01/2033,USD,S.F.T.,19/07/2025,86,4.687,6 Ay,"1,122.000","1,144.000",7.3200
623 -20/09/2033,USD,S.F.T.,20/09/2025,149,3.250,6 Ay,933.000,955.000,7.3200
631 -14/02/2034,USD,S.F.T.,14/08/2025,112,4.000,6 Ay,"1,046.000","1,070.000",7.1500
660 -15/05/2034,USD,S.F.T.,15/05/2025,21,3.812,6 Ay,"1,027.000","1,049.000",7.3900
644 -03/01/2035,USD,S.F.T.,03/07/2025,70,3.250,6 Ay,935.000,957.000,7.4200
670 -17/03/2036,USD,S.F.T.,17/09/2025,146,3.437,6 Ay,940.000,962.000,7.4900
663 -05/03/2038,USD,S.F.T.,05/09/2025,134,3.625,6 Ay,984.000,"1,008.000",7.2700
675 -30/05/2040,USD,S.F.T.,30/05/2025,36,3.375,6 Ay,911.000,937.000,7.7700
678 -14/01/2041,USD,S.F.T.,14/07/2025,81,3.000,6 Ay,816.000,840.000,7.9900
667 -16/04/2043,USD,S.F.T.,16/10/2025,175,2.437,6 Ay,676.000,700.000,8.0800
615 -17/02/2045,USD,S.F.T.,17/08/2025,115,3.312,6 Ay,830.000,854.000,8.2600
610 -11/05/2047,USD,S.F.T.,11/05/2025,17,2.875,6 Ay,750.000,774.000,8.2500
646 -14/06/2025,EUR,S.F.T.,14/06/2025,51,3.250,12 Ay,"1,025.500","1,031.500",0.6900
647 -16/02/2026,EUR,S.F.T.,16/02/2026,298,5.200,12 Ay,"1,021.000","1,039.000",1.5300
642 -08/07/2027,EUR,S.F.T.,08/07/2025,75,4.375,12 Ay,"1,045.000","1,065.000",2.9300
682*** -21/05/2030,EUR,S.F.T.,21/05/2025,27,6.854,12 Ay,"1,090.000","1,110.000",4.8300
