Kýymet Adý,Vade,Vadeye Kalan Gün,Döviz,Alýþ Fiyatý,Alýþ Oraný,Satýþ Fiyatý,Satýþ Oraný
US900123CR91,23.12.2023,1593,USD,0.000000,0.00,0.000000,0.00
US900123CF53,22.03.2024,1683,USD,0.000000,0.00,0.000000,0.00
US900123CV04,10.08.2024,1824,USD,0.000000,0.00,0.000000,0.00
US900123AW05,05.02.2025,2003,USD,0.000000,0.00,0.000000,0.00
US900123CJ75,14.04.2026,2436,USD,0.000000,0.00,0.000000,0.00
US900123CK49,09.10.2026,2614,USD,0.000000,0.00,0.000000,0.00
US900123CL22,25.03.2027,2781,USD,0.000000,0.00,0.000000,0.00
US900123CP36,17.02.2028,3110,USD,0.000000,0.00,0.000000,0.00
US900123CQ19,24.10.2028,3360,USD,0.000000,0.00,0.000000,0.00
US900123CT57,26.04.2029,3544,USD,0.000000,0.00,0.000000,0.00
US900123AL40,15.01.2030,3808,USD,0.000000,0.00,0.000000,0.00
US900123AT75,14.02.2034,5299,USD,0.000000,0.00,0.000000,0.00
US900123AY60,17.03.2036,6061,USD,0.000000,0.00,0.000000,0.00
US900123BB58,05.03.2038,6779,USD,0.000000,0.00,0.000000,0.00
US900123BG46,30.05.2040,7596,USD,0.000000,0.00,0.000000,0.00
US900123BJ84,14.01.2041,7825,USD,0.000000,0.00,0.000000,0.00
US900123CB40,16.04.2043,8647,USD,0.000000,0.00,0.000000,0.00
US900123CG37,17.02.2045,9320,USD,0.000000,0.00,0.000000,0.00
US900123CM05,11.05.2047,10133,USD,0.000000,0.00,0.000000,0.00
XS1843443356,31.03.2025,2057,EUR,0.000000,0.00,0.000000,0.00
XS1629918415,14.06.2025,2132,EUR,0.000000,0.00,0.000000,0.00
XS1909184753,16.02.2026,2379,EUR,0.000000,0.00,0.000000,0.00
